SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME,date extracted
PPVCNC,8.25,8.77,9.68,8.24,8.25,-0.52,-5.93,1951.0,2025-06-01 22:07:11
HINOON,911.59,914.9,919.8,906.56,911.59,-3.01,-0.33,1933.0,2025-06-01 22:07:11
STYLERSXD,40.09,39.02,41.0,39.02,40.09,0.73,1.86,1905.0,2025-06-01 22:07:11
NSRM,49.91,49.81,49.91,49.81,49.91,4.54,10.01,1656.0,2025-06-01 22:07:11
DAAG,84.06,85.0,87.25,80.12,84.06,-1.76,-2.05,1606.0,2025-06-01 22:07:11
PAKT,1177.09,1199.0,1285.0,1170.0,1177.09,-8.72,-0.73,1589.0,2025-06-01 22:07:11
CCM,50.69,46.1,50.71,46.1,50.69,4.59,9.96,1533.0,2025-06-01 22:07:12
EFUL,156.78,157.49,157.49,153.51,156.78,1.45,0.93,1523.0,2025-06-01 22:07:12
QUETNC,13.99,14.0,14.1,13.51,13.99,0.53,3.94,1494.0,2025-06-01 22:07:12
SIEM,1516.01,1516.0,1517.0,1516.0,1516.01,0.01,0.0,1322.0,2025-06-01 22:07:12
PGLC,21.23,21.8,21.8,20.77,21.23,0.48,2.31,1306.0,2025-06-01 22:07:12
EPCLPS,12.38,12.48,12.5,12.38,12.38,0.33,2.74,1238.0,2025-06-01 22:07:12
MSCL,9.98,9.99,9.99,9.94,9.98,0.23,2.36,1212.0,2025-06-01 22:07:12
OLPM,16.24,16.2,16.55,16.2,16.24,-0.04,-0.25,1167.0,2025-06-01 22:07:12
TSML,144.97,147.5,147.5,133.02,144.97,-2.02,-1.37,1106.0,2025-06-01 22:07:12
HUSI,28.41,26.49,28.5,26.46,28.41,2.41,9.27,1097.0,2025-06-01 22:07:12
GLPL,269.44,257.1,279.23,257.1,269.44,-2.97,-1.09,1070.0,2025-06-01 22:07:12
PECONC,709.5,709.0,735.5,709.0,709.5,-1.22,-0.17,1026.0,2025-06-01 22:07:12
STML,26.02,29.35,29.35,26.0,26.02,-0.77,-2.87,1016.0,2025-06-01 22:07:12
SHSML,364.54,365.0,367.0,360.01,364.54,-0.46,-0.13,1005.0,2025-06-01 22:07:12
COLG,1327.76,1322.0,1339.0,1322.0,1327.76,-2.22,-0.17,995.0,2025-06-01 22:07:12
SCL,279.93,285.0,285.0,270.0,279.93,18.97,7.27,770.0,2025-06-01 22:07:12
FCELNC,3.9,3.99,3.99,3.7,3.9,0.2,5.41,737.0,2025-06-01 22:07:12
SUHJNC,90.0,91.64,91.64,86.0,90.0,6.68,8.02,731.0,2025-06-01 22:07:12
MUREB,819.07,820.87,830.0,819.0,819.07,-1.8,-0.22,640.0,2025-06-01 22:07:12
UVIC,9.23,9.98,9.98,9.11,9.23,-0.65,-6.58,623.0,2025-06-01 22:07:12
PSEL,985.55,930.0,1022.0,880.0,985.55,19.35,2.0,611.0,2025-06-01 22:07:12
EFUG,119.96,121.99,121.99,117.37,119.96,0.01,0.01,601.0,2025-06-01 22:07:12
BATA,1525.78,1548.99,1549.0,1505.0,1525.78,10.65,0.7,530.0,2025-06-01 22:07:12
SGPL,8.28,8.64,8.64,8.2,8.28,0.05,0.61,527.0,2025-06-01 22:07:12
HRPL,34.2,29.03,34.2,29.03,34.2,3.09,9.93,520.0,2025-06-01 22:07:12
SIBL,8.5,8.25,8.79,8.2,8.5,0.13,1.55,516.0,2025-06-01 22:07:12
ELSM,106.89,110.9,111.99,110.0,106.89,0.0,0.0,509.0,2025-06-01 22:07:12
FCIBL,8.13,8.13,8.13,8.13,8.13,0.21,2.65,500.0,2025-06-01 22:07:12
RUBYNC,8.47,8.74,8.74,8.1,8.47,0.0,0.0,461.0,2025-06-01 22:07:12
FHAM,21.25,21.77,21.8,21.31,21.25,0.0,0.0,411.0,2025-06-01 22:07:12
LEUL,28.12,30.45,30.45,30.0,28.12,0.0,0.0,405.0,2025-06-01 22:07:12
STJT,83.53,75.28,88.0,75.28,83.53,3.53,4.41,376.0,2025-06-01 22:07:12
AABS,877.42,866.01,899.99,800.1,877.42,13.63,1.58,335.0,2025-06-01 22:07:12
JDWS,911.74,939.0,939.0,911.5,911.74,-21.24,-2.28,334.0,2025-06-01 22:07:12
SITC,427.28,430.0,447.89,414.01,427.28,-11.87,-2.7,326.0,2025-06-01 22:07:12
SHCM,29.41,32.3,32.3,27.26,29.41,0.0,0.0,326.0,2025-06-01 22:07:12
JSGCL,119.28,118.02,128.0,118.02,119.28,-1.0,-0.83,307.0,2025-06-01 22:07:12
BHAT,808.55,807.0,849.44,806.0,808.55,-26.45,-3.17,301.0,2025-06-01 22:07:12
PRET,400.0,400.0,401.0,400.0,400.0,0.0,0.0,301.0,2025-06-01 22:07:12
BAFS,61.01,55.61,55.61,55.6,61.01,0.0,0.0,294.0,2025-06-01 22:07:12
ALNRS,77.36,81.0,81.0,75.92,77.36,0.0,0.0,289.0,2025-06-01 22:07:12
SRVI,1124.99,1149.0,1149.0,1075.0,1124.99,2.36,0.21,273.0,2025-06-01 22:07:12
RCML,476.8,482.0,482.0,445.33,476.8,-6.2,-1.28,255.0,2025-06-01 22:07:12
KHYT,2790.71,2790.71,2790.71,2790.71,2790.71,253.7,10.0,250.0,2025-06-01 22:07:12
ELCM,131.39,137.8,145.9,130.0,131.39,-7.86,-5.64,232.0,2025-06-01 22:07:12
SZTM,30.0,30.0,33.0,30.0,30.0,0.0,0.0,217.0,2025-06-01 22:07:12
REWM,113.05,113.05,113.05,105.0,113.05,0.0,0.0,216.0,2025-06-01 22:07:12
HBLTETF,118.1,118.35,118.35,118.25,118.1,0.0,0.0,200.0,2025-06-01 22:07:12
FEM,2.9,2.9,2.9,2.9,2.9,0.0,0.0,195.0,2025-06-01 22:07:12
AMBL,9.99,10.5,10.5,10.5,9.99,0.0,0.0,176.0,2025-06-01 22:07:12
MEHT,305.6,311.9,311.9,303.1,305.6,0.59,0.19,168.0,2025-06-01 22:07:12
SFL,1011.89,1089.0,1089.0,967.03,1011.89,-61.74,-5.75,156.0,2025-06-01 22:07:12
ARPAK,61.6,55.51,61.4,55.51,61.6,0.0,0.0,156.0,2025-06-01 22:07:12
RMPL,9960.91,10055.0,10100.0,9955.0,9960.91,-147.42,-1.46,143.0,2025-06-01 22:07:12
IBFL,347.96,359.0,359.0,336.41,347.96,11.56,3.44,125.0,2025-06-01 22:07:12
AKGL,44.5,40.11,48.95,40.11,44.5,0.0,0.0,119.0,2025-06-01 22:07:12
GUSMNC,8.01,8.47,8.47,7.63,8.01,0.0,0.0,114.0,2025-06-01 22:07:12
TCORPCPS,8.74,7.74,8.74,7.74,8.74,0.0,0.0,110.0,2025-06-01 22:07:12
PMPK,1143.66,1100.0,1179.84,1083.01,1143.66,18.66,1.66,99.0,2025-06-01 22:07:12
HAFL,277.94,300.0,300.0,290.0,277.94,0.0,0.0,71.0,2025-06-01 22:07:12
STL,818.69,790.0,838.91,781.0,818.69,0.0,0.0,64.0,2025-06-01 22:07:12
PIAHCLB,29374.54,29374.54,29374.54,29374.54,29374.54,2670.41,10.0,60.0,2025-06-01 22:07:12
NESTLE,7001.11,7025.4,7095.0,6951.5,7001.11,-24.29,-0.35,59.0,2025-06-01 22:07:12
ZIL,300.0,310.0,314.0,310.0,300.0,0.0,0.0,38.0,2025-06-01 22:07:12
TSMF,8.5,8.8,8.8,7.52,8.5,0.0,0.0,32.0,2025-06-01 22:07:12
UPFL,23238.13,22825.0,23500.0,22825.0,23238.13,138.91,0.6,28.0,2025-06-01 22:07:12
NONS,88.98,80.08,88.0,80.08,88.98,0.0,0.0,25.0,2025-06-01 22:07:12
BTL,265.67,270.98,270.99,270.98,265.67,0.0,0.0,15.0,2025-06-01 22:07:12
MCBIM,103.69,101.49,110.75,101.49,103.69,0.0,0.0,15.0,2025-06-01 22:07:12
TICL,322.75,310.0,310.0,310.0,322.75,0.0,0.0,14.0,2025-06-01 22:07:13
SINDM,10.71,10.5,11.39,10.43,10.71,0.0,0.0,13.0,2025-06-01 22:07:13
BELANC,123.05,116.02,130.0,116.02,123.05,0.0,0.0,10.0,2025-06-01 22:07:13
ISIL,1727.0,1717.0,1730.0,1716.0,1727.0,0.0,0.0,10.0,2025-06-01 22:07:13
SAPT,1104.62,1123.95,1123.95,1100.07,1104.62,0.0,0.0,6.0,2025-06-01 22:07:13
TSBL,13.56,14.0,14.0,12.22,13.56,0.0,0.0,6.0,2025-06-01 22:07:13
HPL,3142.44,3165.0,3165.0,3165.0,3142.44,0.0,0.0,3.0,2025-06-01 22:07:13
PINL,5.45,5.84,5.84,5.3,5.45,0.0,0.0,3.0,2025-06-01 22:07:13
ASIC,14.0,14.0,14.0,14.0,14.0,0.0,0.0,1.0,2025-06-01 22:07:13
CASH,51.72,54.99,54.99,54.99,51.72,0.0,0.0,1.0,2025-06-01 22:07:13
DIIL,22.65,23.86,23.86,23.86,22.65,0.0,0.0,1.0,2025-06-01 22:07:13
EWIC,57.29,57.0,57.0,57.0,57.29,0.0,0.0,1.0,2025-06-01 22:07:13
FTMM,4.08,4.2,4.2,4.2,4.08,0.0,0.0,1.0,2025-06-01 22:07:13
GFIL,9.74,9.85,9.85,9.85,9.74,0.0,0.0,1.0,2025-06-01 22:07:13
PIM,13.6,14.76,14.76,14.76,13.6,0.0,0.0,1.0,2025-06-01 22:07:13
SASML,71.92,71.0,71.0,71.0,71.92,0.0,0.0,1.0,2025-06-01 22:07:13
SEL,10.84,10.9,10.9,10.9,10.84,0.0,0.0,1.0,2025-06-01 22:07:13
